sentiment_numeric,confidence,title_length,title_word_count,title_has_number,title_has_question,title_has_exclaim,has_comments_text,hour,day_of_week,is_weekend,is_peak_hour,topic_confidence,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,has_org_mention,org_mention_count,has_person_mention,flair_ADBLOCK WARNING,flair_Artificial Intelligence,flair_Biotechnology,flair_Business,flair_Comcast,flair_Crypto,flair_Energy,flair_Hardware,flair_Machine Learning,flair_Misleading,flair_Nanotech/Materials,flair_Net Neutrality,flair_Networking/Telecom,flair_Other,flair_Politics,flair_Privacy,flair_Robotics/Automation,flair_Security,flair_Social Media,flair_Society,flair_Software,flair_Space,flair_Transportation,viral
0,0.7558,93,16,0,0,0,1,9,0,0,1,0.4383,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.84,61,12,1,0,0,1,1,2,0,0,0.5334,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8464,212,35,0,0,0,1,2,1,0,0,0.3989,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.9025,104,19,0,0,0,1,4,0,0,0,0.3265,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.4905,51,7,0,0,0,1,6,1,0,0,0.3375,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,7,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.5529,77,14,1,0,0,1,11,1,0,1,0.5809,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.855,220,34,0,0,0,1,8,0,0,1,0.3701,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.4615,64,10,1,0,0,1,12,1,0,1,0.3757,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0,0.5325,72,11,0,0,0,0,2,1,0,0,0.4444,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.565,104,20,0,0,0,1,21,0,0,1,0.3072,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,9,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.8588,57,9,0,0,0,1,17,1,0,1,0.567,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.6929,75,15,0,0,0,1,9,1,0,1,0.7242,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8228,59,11,1,0,0,1,5,0,0,0,0.5322,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.4566,48,9,1,0,0,1,22,0,0,1,0.5253,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8064,62,10,1,1,0,1,14,2,0,1,0.6011,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
-1,0.6996,75,11,0,0,0,1,3,1,0,0,0.4202,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
1,0.6287,38,6,0,0,0,1,15,1,0,1,0.2772,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1,0.8693,75,13,1,0,0,1,14,0,0,1,0.4147,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
-1,0.7478,72,14,1,0,0,1,19,0,0,1,0.4283,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.8475,61,9,1,0,0,0,6,1,0,0,0.6133,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1,0.4886,80,10,0,0,0,1,11,1,0,1,0.3974,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,0.5809,85,14,0,0,0,1,8,1,0,1,0.4021,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8529,58,11,0,0,0,1,11,2,0,1,0.6873,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8123,63,10,0,0,0,0,8,1,0,1,0.5333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0.7441,91,14,0,0,0,0,21,0,0,1,0.7289,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5273,63,11,0,0,0,0,12,1,0,1,0.477,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.5076,116,18,0,0,0,0,21,6,1,1,0.4637,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.898,141,21,0,0,0,0,22,6,1,1,0.3203,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5891,58,9,0,0,0,0,23,0,0,0,0.6123,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.8473,42,5,0,0,0,0,16,0,0,1,0.5991,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,4,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.54,72,9,0,0,0,0,18,6,1,1,0.4158,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0.7274,96,14,0,0,0,0,4,1,0,0,0.3505,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,0.8915,79,10,0,0,0,0,7,2,0,0,0.6881,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8543,129,20,0,0,0,0,16,0,0,1,0.5163,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.7913,62,9,0,0,0,0,5,1,0,0,0.6884,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0,0.6746,128,22,0,0,0,0,5,2,0,0,0.5868,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.8571,71,9,0,0,0,0,13,0,0,1,0.5333,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.7912,109,17,0,0,0,0,18,0,0,1,0.688,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.8832,84,14,0,0,0,0,7,1,0,0,0.6872,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.6193,66,8,0,0,0,0,9,1,0,1,0.5333,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.7408,59,11,0,0,0,0,23,6,1,0,0.6565,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5203,62,9,0,1,0,0,15,0,0,1,0.4634,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.6084,58,10,1,0,0,0,4,2,0,0,0.6832,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.7473,85,13,1,0,0,0,5,2,0,0,0.6003,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.7135,60,11,1,0,0,0,3,0,0,0,0.3715,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0.7538,75,13,0,0,0,0,10,0,0,1,0.741,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.8334,86,15,1,0,0,0,6,2,0,0,0.4004,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
-1,0.7806,78,11,0,0,0,0,19,0,0,1,0.7083,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
-1,0.7043,59,10,0,0,0,0,19,0,0,1,0.7284,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0,0.7193,105,19,1,0,0,0,10,6,1,1,0.4487,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5138,91,15,0,0,0,0,20,1,0,1,0.3831,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.6557,72,13,0,0,0,0,2,0,0,0,0.5677,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8325,63,11,0,0,0,0,1,0,0,0,0.6134,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
-1,0.79,74,12,0,0,0,0,16,6,1,1,0.5086,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
-1,0.7623,65,10,0,0,0,0,21,0,0,1,0.6575,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.6441,199,33,1,0,0,1,23,6,1,0,0.7232,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.7134,70,11,0,0,0,1,23,6,1,0,0.3352,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.7781,58,13,0,0,0,1,17,0,0,1,0.506,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5955,70,12,1,0,0,1,3,2,0,0,0.3869,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.6824,65,10,1,0,0,1,21,0,0,1,0.4572,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0.8015,30,5,0,0,0,0,23,1,0,0,0.5333,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.8077,81,13,1,0,0,0,23,0,0,0,0.4695,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8599,78,11,1,0,0,1,15,0,0,1,0.6575,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.6509,70,11,0,0,0,1,18,6,1,1,0.514,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.527,52,9,0,0,0,1,21,1,0,1,0.6095,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.4936,66,10,0,0,0,1,12,0,0,1,0.5784,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5418,59,11,1,0,0,1,20,1,0,1,0.3963,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.6893,111,17,0,0,0,1,23,6,1,0,0.4014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,5,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.6094,218,33,0,0,0,1,10,0,0,1,0.4505,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5886,41,7,0,1,0,1,19,1,0,1,0.5957,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0.5545,48,10,0,0,0,1,14,0,0,1,0.5803,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0,0.6081,45,9,0,0,0,1,23,1,0,0,0.2662,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
-1,0.6465,58,12,0,0,0,1,18,6,1,1,0.3422,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,0.7975,60,11,1,0,0,1,1,0,0,0,0.3328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
-1,0.8963,63,10,0,0,0,1,16,1,0,1,0.3481,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.7762,39,7,0,1,0,0,16,1,0,1,0.5333,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5989,43,6,0,0,0,1,8,0,0,1,0.4467,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.6443,95,15,1,0,0,1,21,1,0,1,0.7307,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.4749,82,12,1,0,0,1,19,6,1,1,0.5168,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.727,62,11,0,0,0,1,21,6,1,1,0.3886,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1,0.7911,84,14,1,0,0,1,0,6,1,0,0.4301,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5296,61,9,0,0,0,1,22,5,1,1,0.396,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,0.5911,109,20,1,0,0,1,14,6,1,1,0.5106,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.5924,73,11,0,0,0,1,17,1,0,1,0.643,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8728,300,47,0,0,0,1,8,6,1,1,0.3515,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,9,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
-1,0.6666,94,18,1,0,0,1,23,6,1,0,0.5962,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.4572,99,18,1,0,0,1,11,1,0,1,0.6947,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
-1,0.9055,58,9,0,0,0,1,5,0,0,0,0.5187,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.8211,285,46,1,0,0,1,20,6,1,1,0.6923,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.9295,123,19,0,0,0,1,2,6,1,0,0.728,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.6707,72,10,0,0,0,1,1,0,0,0,0.4448,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.7492,70,13,0,0,0,1,23,6,1,0,0.5496,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.7483,83,13,0,1,0,1,3,1,0,0,0.4385,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8219,80,11,0,0,0,1,19,6,1,1,0.3995,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,0.635,64,11,0,0,0,0,3,0,0,0,0.5682,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.4843,79,12,0,0,0,1,8,6,1,1,0.4645,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.5025,71,12,0,0,0,1,4,6,1,0,0.5321,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8034,61,10,0,0,0,1,20,6,1,1,0.5387,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.7157,78,12,0,0,0,1,17,5,1,1,0.4041,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,0.5449,86,14,0,0,0,1,15,6,1,1,0.3405,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8587,70,12,0,0,0,1,7,0,0,0,0.4499,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0,0.5232,76,9,0,0,0,1,4,6,1,0,0.4715,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
0,0.6242,131,22,0,0,0,1,5,0,0,0,0.3279,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8487,78,13,1,0,0,1,4,6,1,0,0.2856,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
-1,0.8596,135,24,1,0,0,1,3,1,0,0,0.5715,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
-1,0.7295,59,9,0,0,0,1,9,6,1,1,0.6033,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.6429,106,20,0,0,0,1,0,6,1,0,0.4955,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8843,125,21,1,0,0,1,16,6,1,1,0.642,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.4921,49,8,0,0,0,1,1,1,0,0,0.4436,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.5522,67,11,0,1,0,0,4,0,0,0,0.3914,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.8123,80,12,0,0,0,1,14,5,1,1,0.7814,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
-1,0.7815,158,27,0,0,0,1,19,5,1,1,0.3789,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8964,67,12,0,0,0,1,3,6,1,0,0.5192,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
-1,0.5847,100,16,0,0,0,1,12,6,1,1,0.6181,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.7298,50,10,0,0,0,1,22,0,0,1,0.5151,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
0,0.6045,77,12,0,0,0,1,14,6,1,1,0.4395,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.5927,78,13,0,0,0,1,19,5,1,1,0.4765,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
